post_id,post_type,likes,comments,timestamp,caption,url
2527606470658529008,reels,213827,1659,2021-03-12 07:42:10,"Honoured to serve Music to the World…
A small correction - Kaushik Das is the music producer.

@netflix_in | @sanyamalhotra_ | @umeshbist | @neeleshmisra | @shobha9168 | @ektarkapoor | @guneetmonga | @achinjain20 | @ruchikaakapoor | @sikhya | @balajimotionpictures 
@tarsamemittal
@sunnymr

#Pagglait #PagglaitOnNetflix",https://www.instagram.com/p/CMT3LF3lJbw/
2526997732420662423,reels,342759,2947,2021-03-11 11:20:31,,https://www.instagram.com/p/CMRswyNJrSX/
2425481581056908827,reels,213777,2196,2020-10-22 09:46:17,,https://www.instagram.com/p/CGpCqWwJl4b/
2416086286242041461,static,172857,1034,2020-10-09 10:39:11,,https://www.instagram.com/p/CGHqa0mJk51/
2412425841895469528,static,194480,1113,2020-10-04 09:26:32,,https://www.instagram.com/p/CF6qIWJJvHY/
2411965990635398842,reels,189195,1367,2020-10-03 18:13:05,,https://www.instagram.com/p/CF5BkoSJWa6/
2409605724073361575,static,231630,1365,2020-09-30 12:03:28,,https://www.instagram.com/p/CFwo6OwJACn/
2376384705947143751,static,234836,1611,2020-08-15 15:59:14,"Thank You @arrahman sir.
@allaboutmusicin",https://www.instagram.com/p/CD6nUynpo5H/
2368317453138128519,static,228832,1517,2020-08-04 12:51:02,,https://www.instagram.com/p/CDd9Cz9p-6H/
2364908142751674103,static,229212,1483,2020-07-30 19:57:21,@oriyonmusicbyarijitsingh,https://www.instagram.com/p/CDR120PJG73/
